Nº;TITULO;Autor;Año;SignaturaLCC;LCCSeccion;LCCNumero;LCCCutter;Ejemplar;Observaciones
2549;FÍSICA para la Ciencia y la Tecnologia 6ta Edición, Electricidad  y Magnetismo/Luz;Paul A. Tipler, Gene Mosca;2010;QC21.2.T58 V.2;QC;21.2;.T58 V.2;3;
2550;FÍSICA para la Ciencia y la Tecnologia 6ta Edición, Electricidad  y Magnetismo/Luz;Paul A. Tipler, Gene Mosca;2010;QC21.2.T58 V.2;QC;21.2;.T58 V.2;4;
2551;FÍSICA para la Ciencia y la Tecnologia 6ta Edición, Mecanica cuántica, relatividad y estructura de la materia.;Paul A. Tipler, Gene Mosca;2010;QC21.2.T58 V.3;QC;21.2;.T58 V.3;1;
2552;Física para ingeniería y ciencias;Wolfgang Bauer, Gary D. Westfall;2011;QC21.3.B42;QC;21.3;.B42;1;
2553;FISICA Electricidad y magnetismo 7ma Edicion;Raymond A. Serway;2009;QC21.3.S42;QC;21.3;.S42;1;
2554;FISICA Electricidad y magnetismo 7ma Edicion;Raymond A. Serway;2009;QC21.3.S42;QC;21.3;.S42;2;
2555;FISICA Electricidad y magnetismo 7ma Edicion;Raymond A. Serway;2009;QC21.3.S42;QC;21.3;.S42;3;
2556;FISICA Electricidad y magnetismo 7ma Edicion;Raymond A. Serway;2009;QC21.3.S42;QC;21.3;.S42;4;
2557;FISICA Electricidad y magnetismo 7ma Edicion;Raymond A. Serway;2009;QC21.3.S42;QC;21.3;.S42;5;
2558;FÍSICA para ciencias e ingenieria 7ma Edición;Raymond A. Serway, John W. Jewett. Jr.;2008;QC21.3.S42  V.1;QC;21.3;.S42  V.1;1;
2559;FÍSICA para ciencias e ingenieria 7ma Edición;Raymond A. Serway, John W. Jewett. Jr.;2008;QC21.3.S42  V.1;QC;21.3;.S42  V.1;2;
2560;FÍSICA para ciencias e ingenieria 7ma Edición;Raymond A. Serway, John W. Jewett. Jr.;2008;QC21.3.S42  V.1;QC;21.3;.S42  V.1;3;
2561;FÍSICA para ciencias e ingenieria 7ma Edición;Raymond A. Serway, John W. Jewett. Jr.;2008;QC21.3.S42  V.1;QC;21.3;.S42  V.1;4;
2562;FÍSICA para ciencias e ingenieria 7ma Edición;Raymond A. Serway, John W. Jewett. Jr.;2008;QC21.3.S42  V.1;QC;21.3;.S42  V.1;5;
2563;FÍSICA para ciencias e ingenieria 7ma Edición;Raymond A. Serway, John W. Jewett. Jr.;2008;QC21.3.S42  V.1;QC;21.3;.S42  V.1;6;
2564;FÍSICA para ciencias e ingenieria 7ma Edición;Raymond A. Serway, John W. Jewett. Jr.;2008;QC21.3.S42  V.1;QC;21.3;.S42  V.1;7;
2565;FÍSICA para ciencias e ingenieria 7ma Edición;Raymond A. Serway, John W. Jewett. Jr.;2008;QC21.3.S42  V.1;QC;21.3;.S42  V.1;8;
2566;FÍSICA para ciencias e ingenieria 7ma Edición;Raymond A. Serway, John W. Jewett. Jr.;2008;QC21.3.S42  V.1;QC;21.3;.S42  V.1;9;
2567;FÍSICA para ciencias e ingenieria 7ma Edición;Raymond A. Serway, John W. Jewett. Jr.;2008;QC21.3.S42  V.1;QC;21.3;.S42  V.1;10;
2568;FÍSICA para ciencias e ingenieria 7ma Edición;Raymond A. Serway, John W. Jewett. Jr.;2008;QC21.3.S42  V.1;QC;21.3;.S42  V.1;11;
2569;FÍSICA para ciencias e ingenieria 7ma Edición;Raymond A. Serway, John W. Jewett. Jr.;2008;QC21.3.S42  V.1;QC;21.3;.S42  V.1;12;
2570;FÍSICA para ciencias e ingenieria 7ma Edición;Raymond A. Serway, John W. Jewett. Jr.;2008;QC21.3.S42  V.1;QC;21.3;.S42  V.1;13;
2571;FÍSICA para ciencias e ingenieria con Física Moderna 7ma Edicion;Raymond A. Serway, John W. Jewett. Jr.;2008;QC21.3.S42  V.2;QC;21.3;.S42  V.2;1;
2572;FÍSICA para ciencias e ingenieria con Física Moderna 7ma Edicion;Raymond A. Serway, John W. Jewett. Jr.;2008;QC21.3.S42  V.2 ;QC;21.3;.S42  V.2 ;2;
2573;FÍSICA para ciencias e ingenieria con Física Moderna 7ma Edicion;Raymond A. Serway, John W. Jewett. Jr.;2008;QC21.3.S42  V.2 ;QC;21.3;.S42  V.2 ;3;
2574;FÍSICA para ciencias e ingenieria con Física Moderna 7ma Edicion;Raymond A. Serway, John W. Jewett. Jr.;2008;QC21.3.S42  V.2 ;QC;21.3;.S42  V.2 ;4;
2575;FÍSICA para ciencias e ingenieria con Física Moderna 7ma Edicion;Raymond A. Serway, John W. Jewett. Jr.;2008;QC21.3.S42  V.2 ;QC;21.3;.S42  V.2 ;5;
2576;FÍSICA para ciencias e ingenieria con Física Moderna 7ma Edicion;Raymond A. Serway, John W. Jewett. Jr.;2008;QC21.3.S42  V.2 ;QC;21.3;.S42  V.2 ;6;
2577;FÍSICA para ciencias e ingenieria con Física Moderna 7ma Edicion;Raymond A. Serway, John W. Jewett. Jr.;2008;QC21.3.S42  V.2 ;QC;21.3;.S42  V.2 ;7;
2578;FÍSICA para ciencias e ingenieria con Física Moderna 7ma Edicion;Raymond A. Serway, John W. Jewett. Jr.;2008;QC21.3.S42  V.2 ;QC;21.3;.S42  V.2 ;8;
2579;FÍSICA para ciencias e ingenieria con Física Moderna 7ma Edicion;Raymond A. Serway, John W. Jewett. Jr.;2008;QC21.3.S42  V.2 ;QC;21.3;.S42  V.2 ;9;
2580;Fisica III Electrostática y Magnetismo 3ra Edicion;Humberto Leyva Naveros;2003;QC32.L12;QC;32;.L12;1;
2581;Fisica III Electrostática y Magnetismo;Humberto Leyva Naveros;2014;QC32.L12;QC;32;.L12;1;
2582;Fisica III Electrostática y Magnetismo;Humberto Leyva Naveros;2016;QC32.L12;QC;32;.L12;1;
2583;Fisica III Electrostática y Magnetismo;Humberto Leyva Naveros;2016;QC32.L12;QC;32;.L12;2;
2584;Fisica III Electrostática y Magnetismo;Humberto Leyva Naveros;2016;QC32.L12;QC;32;.L12;3;
2585;Fisica III Electrostática y Magnetismo;Humberto Leyva Naveros;2016;QC32.L12;QC;32;.L12;4;
2586;Fisica III Electrostática y Magnetismo;Humberto Leyva Naveros;2016;QC32.L12;QC;32;.L12;5;
2587;Fisica III Electrostática y Magnetismo;Humberto Leyva Naveros;2016;QC32.L12;QC;32;.L12;6;
2588;Fisica III Electrostática y Magnetismo;Humberto Leyva Naveros;2016;QC32.L12;QC;32;.L12;7;
2589;FÍSICA I Teoria y problemas resueltos;Humberto Leyva Naveros;2004;QC32.L55 ;QC;32;.L55 ;1;
2590;Fisica 1 Teoría, problemas resueltos y propuestos;Humberto Leyva Naveros;2016;QC32.L55;QC;32;.L55;1;
2591;Fisica 1 Teoría, problemas resueltos y propuestos;Humberto Leyva Naveros;2016;QC32.L55;QC;32;.L55;2;
2592;Fisica 1 Teoría, problemas resueltos y propuestos;Humberto Leyva Naveros;2016;QC32.L55;QC;32;.L55;3;
2593;Fisica 1 Teoría, problemas resueltos y propuestos;Humberto Leyva Naveros;2016;QC32.L55;QC;32;.L55;4;
2594;Fisica 1 Teoría, problemas resueltos y propuestos;Humberto Leyva Naveros;2016;QC32.L55;QC;32;.L55;5;
2595;Fisica 1 Teoria y problemas resueltos;Humberto Leyva Naveros;2004;QC32.L55;QC;32;.L55;6;
2596;Fisica 1 Teoria y problemas resueltos;Humberto Leyva Naveros;2004;QC32.L55;QC;32;.L55;7;
2597;Fisica 1 Teoria y problemas resueltos;Humberto Leyva Naveros;2004;QC32.L55;QC;32;.L55;8;
2598;Fisica 1 Teoría, problemas resueltos y propuestos;Humberto Leyva Naveros;2016;QC32.L55;QC;32;.L55;9;
2599;Fisica 1 Teoría, problemas resueltos y propuestos;Humberto Leyva Naveros;2016;QC32.L55;QC;32;.L55;10;
2600;Fisica 1 Teoría, problemas resueltos y propuestos;Humberto Leyva Naveros;2016;QC32.L55;QC;32;.L55;11;
2601;Fisica 1 Teoría, problemas resueltos y propuestos;Humberto Leyva Naveros;2016;QC32.L55;QC;32;.L55;12;
2602;Fisica 1 Teoría, problemas resueltos y propuestos;Humberto Leyva Naveros;2016;QC32.L55;QC;32;.L55;13;
2603;Fisica 1 Teoría, problemas resueltos y propuestos;Humberto Leyva Naveros;2016;QC32.L55;QC;32;.L55;14;
2604;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;1;
2605;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;2;
2606;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;3;
2607;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;4;RESTAURACION
2608;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;5;
2609;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;6;
2610;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;7;
2611;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;8;
2612;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;9;
2613;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;10;
2614;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;11;
2615;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;12;
2616;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;13;
2617;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;14;
2618;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;15;
2619;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;16;
2620;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;17;
2621;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;18;
2622;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;19;
2623;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;20;
2624;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;21;
2625;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;22;
2626;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;23;
2627;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;24;
2628;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;25;
2629;FISICA III Teoria y problemas;Regulo A. Sabrera Alvarado;2009;QC32.S12;QC;32;.S12;26;
2630;FISICA II Teoria y problemas;Regulo A. Sabrera Alvarado, Walter Perez Terrel;2009;QC32.S32;QC;32;.S32;1;
2631;FISICA II Teoria y problemas;Regulo A. Sabrera Alvarado, Walter Perez Terrel;2009;QC32.S32;QC;32;.S32;2;RESTAURACION
2632;FISICA II Teoria y problemas;Regulo A. Sabrera Alvarado, Walter Perez Terrel;2010;QC32.S32;QC;32;.S32;3;
2633;FISICA II Teoria y problemas;Regulo A. Sabrera Alvarado, Walter Perez Terrel;2010;QC32.S32;QC;32;.S32;4;
2634;FISICA II Teoria y problemas;Regulo A. Sabrera Alvarado, Walter Perez Terrel;2010;QC32.S32;QC;32;.S32;5;
2635;FISICA II Teoria y problemas;Regulo A. Sabrera Alvarado, Walter Perez Terrel;2010;QC32.S32;QC;32;.S32;6;
2636;Fisica I Teoría y problemas;Régulo Sabrera Alvarado;2010;QC32.S55 V.1;QC;32;.S55 V.1;1;
2637;Electricidad y magnetismo;Edward M. Purcell;2010;QC522.P42;QC;522;.P42;1;
2638;Electricidad y magnetismo;Edward M. Purcell;2010;QC522.P42;QC;522;.P42;2;
2639;Electricidad y magnetismo;Raymond A. Serway;2005;QC522.S42 ;QC;522;.S42 ;1;
2640;Electricidad y magnetismo;Raymond A. Serway;2005;QC522.P42;QC;522;.P42;2;
2641;Electricidad y magnetismo;Raymond A. Serway;2006;QC522.P42;QC;522;.P42;3;
2642;Electricidad y magnetismo;Raymond A. Serway;2007;QC522.P42;QC;522;.P42;4;
2643;Electricidad y magnetismo;Raymond A. Serway;2008;QC522.P42;QC;522;.P42;5;
2644;Curso de Electricidad General 2;Pablo Alcalde San Miguel;2006;QC523.A37 T.2;QC;523;.A37 T.2;1;
2645;Curso de Electricidad General 3;Pablo Alcalde San Miguel;2005;QC523.A37 T.3;QC;523;.A37 T.3;1;
2646;electricidad y magnetismo;Ana Favieres;2000;QC530.E37;QC;530;.E37;1;
2647;electricidad y magnetismo;Ana Favieres;2000;QC530.E37;QC;530;.E37;2;
2648;Diccionario Cambridge Compact English-Spanish Español-Inglés;Cambridge University Press;2008;RPC4640.C24;RPC;4640;.C24;1;
2649;Diccionario Cambridge Compact English-Spanish Español-Inglés;Cambridge University Press;2008;RPC4640.C24;RPC;4640;.C24;2;
2650;AutoCAD 2008 paso a paso Trabajando en 2 dimensiones;Rafael Ábalos Bergillos;2008;T385.A11;T;385;.A11;1;
2651;Programación de Videojuegos con OpenGL;Luke Benstead;2011;T385.B31;T;385;.B31;1;
2652;Programación de Videojuegos con OpenGL;Luke Benstead;2011;T385.B31;T;385;.B31;2;
2653;Programación iOS;Joe Conway;2011;T385.C26;T;385;.C26;1;
2654;AutoCAD 2015;Ing. Óscar Carranza Zavala;2014;T385.C39;T;385;.C39;1;
2655;AutoCAD 2006 Curso práctico;Castell Cebolla;2006;T385.C42;T;385;.C42;1;
2656;AutoCAD 2009 Avanzado;José Luis Cogollor;2009;T385.C68;T;385;.C68;1;
2657;AutoCAD 2009 Avanzado;José Luis Cogollor;2009;T385.C68;T;385;.C68;2;
2658;AutoCAD 2009 Avanzado;José Luis Cogollor;2009;T385.C68;T;385;.C68;3;
2659;Revit Architecture 2012;Milton Chanes;2012;T385.CH36R;T;385;.CH36R;1;
2660;Tecnología digital y realidad virtual;Juan José Domínguez;2011;T385.D88;T;385;.D88;1;
2661;AutoCAD 2008 Para Ingenieros y Arquitectos;Ing. Juan Carlos Garcia Corzo;2007;T385.G23;T;385;.G23;1;
2662;AutoCAD 2008 Para Ingenieros y Arquitectos;Ing. Juan Carlos Garcia Corzo;2007;T385.G23;T;385;.G23;2;
2663;AutoCAD 2008 Para Ingenieros y Arquitectos;Ing. Juan Carlos Garcia Corzo;2007;T385.G23;T;385;.G23;3;
2664;AutoCAD 2008 Para Ingenieros y Arquitectos;Ing. Juan Carlos Garcia Corzo;2007;T385.G23;T;385;.G23;4;
2665;Solid Edge ST Tradicional y síncrono;Rafael Gutiérrez Olivar;2010;T385.G55;T;385;.G55;1;
2666;Powerpoint Office 2003 Guía Rápida;A. González Mangas;2005;T385.G71;T;385;.G71;1;
2667;autoCAD ;Edward Jhon Guevara Arias;2006;T385.G88;T;385;.G88;1;
2668;autoCAD ;Edward Jhon Guevara Arias;2006;T385.G88;T;385;.G88;2;
2669;autoCAD ;Edward Jhon Guevara Arias;2006;T385.G88;T;385;.G88;3;
2670;AutoCAD 2008 3D y Espacio Papel;Ferney E. Gutiérrez;2007;T385.G96;T;385;.G96;1;
2671;AutoCAD 2009 2 y 3 Dimensiones - Guía Visual;Ferney E. Gutiérrez;2009;T385.G96A;T;385;.G96A;1;
2672;Gráficos por computadora con OpenGL;Donald Hearn;2006;T385.H31;T;385;.H31;1;
2673;Gráficos por computadora con OpenGL;Donald Hearn;2006;T385.H31;T;385;.H31;2;
2674;Gráficos por computadora con OpenGL;Donald Hearn;2006;T385.H31;T;385;.H31;3;
2675;Gráficos por computadora con OpenGL;Donald Hearn;2006;T385.H31;T;385;.H31;4;
2676;Core Data para iOs Programación;Tim Isted;2011;T385.I26;T;385;.I26;1;
2677;Core Data para iOs Programación;Tim Isted;2011;T385.I26;T;385;.I26;2;
2678;Core Data para iOs Programación;Tim Isted;2011;T385.I26;T;385;.I26;3;
2679;Corel Draw X3 La Biblia Diseño Vectorial;Hernan Laureano Ricapa;2006;T385.L29;T;385;.L29;1;
2680;Corel Draw X3 La Biblia Diseño Vectorial;Hernan Laureano Ricapa;2006;T385.L29;T;385;.L29;2;
2681;AutoCAD 2005 Avanzado Guía rápida;J. López Fernández;2005;T385.L87;T;385;.L87;1;
2682;AutoCAD Architecture 2009 Manual avanzado;Fernando Montaño la Cruz;2009;T385.M23;T;385;.M23;1;
2683;El gran libro de AutoCAD 2007;MEDIAactive;2007;T385.M36;T;385;.M36;1;
2684;AutoCAD 2009 Paso a Paso;Raúl Morueco Gómez;2009;T385.M86;T;385;.M86;1;
2685;AuroCAD Land 2009;Henry Patigoso Loza;2009;T385.P23;T;385;.P23;1;
2686;Corel DRAW X4;Paul Paredes Bruno;2009;T385.P26;T;385;.P26;1;
2687;AutoCAD 2010 Para todos;Ing. Wilson Quezada Cerna;2009;T385.Q39;T;385;.Q39;1;
2688;AutoCAD 2009 Para todos;Ing. Wilson Quezada Cerna;2008;T385.Q39A;T;385;.Q39A;1;
2689;AutoCAD 2008 Para todos;Ing. Wilson Quezada Cerna;2007;T385.Q39U;T;385;.Q39U;1;
2690;AutoCAD 2007;Ing. José Luis Germán Reynoso Zarate;2007;T385.R47;T;385;.R47;1;
2691;AutoCAD 2008;Ing. José Luis Germán Reynoso Zarate;2008;T385.R47;T;385;.R47;1;
2692;AutoCAD 2008;Ing. José Luis Germán Reynoso Zarate;2008;T385.R47;T;385;.R47;2;
2693;AutoCAD 2008;Ing. José Luis Germán Reynoso Zarate;2008;T385.R47;T;385;.R47;3;
2694;AutoCAD 2010;Ing. José Luis Germán Reynoso Zarate;2009;T385.R47 ;T;385;.R47 ;1;
2695;AutoCAD 2010;Ing. José Luis Germán Reynoso Zarate;2009;T385.R47;T;385;.R47;2;
2696;AutoCAD 2010 Manual Imprescindible;Antonio Manuel Reyes Rodríguez;2010;T385.R473;T;385;.R473;1;
2697;AutoCAD 2008 Para arquitectos e ingenieros;Detlef Ridder;2008;T385.R55;T;385;.R55;1;
2698;La Ruta Práctica a Visio 2003 Aprenda Paso a Paso;Macro;2007;T385.R97;T;385;.R97;1;
2699;La Ruta Práctica a Visio 2003 Aprenda Paso a Paso;Macro;2007;T385.R97;T;385;.R97;2;
2700;AutoCAD 2005 Avanzado;J. López Fernández;2004;T385.T15A;T;385;.T15A;1;
2701;Personalización y Programación avanzada con AutoCAD 2007 Diseño  y Desarrollo de Proyectos para Ingenieros;Olger Ugarte Contreras;2006;T385.U24;T;385;.U24;1;
2702;Personalización y Programación avanzada con AutoCAD 2007 Diseño  y Desarrollo de Proyectos para Ingenieros;Olger Ugarte Contreras;2006;T385.U24;T;385;.U24;2;
2703;Gerenciamiento de Proyectos utilizando  Microsoft Excel y Microsoft Project;Julian Salvarredy;2008;T56.8.S18;T;56.8;.S18;1;
2704;Gerenciamiento de proyectos utilizando  Microsoft Excel y Microsoft Project;Julian Salvarredy;2007;T56.8.S18;T;56.8;.S18;1;
2705;Gerenciamiento de proyectos 2 Herramientas  en Microsoft Excel y Microsoft Project;Julian Salvarredy;2008;T56.8.S18G;T;56.8;.S18G;1;
2706;Introducción a la Investigación de Operaciones;Frederick S. Hillier;2006;T57.6.H54;T;57.6;.H54;1;
2707;Introducción a la Investigación de Operaciones;Frederick S. Hillier;2006;T57.6.H54;T;57.6;.H54;2;
2708;Introducción a la Investigación de Operaciones;Frederick S. Hillier;2006;T57.6.H54;T;57.6;.H54;3;
2709;Introducción a la Investigación de Operaciones;Frederick S. Hillier;2010;T57.6.H54;T;57.6;.H54;1;
2710;Introducción a la Investigación de Operaciones;Frederick S. Hillier;2010;T57.6.H54;T;57.6;.H54;2;
2711;Introducción a la Investigación de Operaciones;Frederick S. Hillier;2010;T57.6.H54;T;57.6;.H54;3;
2712;Introducción a la Investigación de Operaciones;Frederick S. Hillier;2010;T57.6.H54;T;57.6;.H54;4;
2713;Introducción a la Investigación de Operaciones;Frederick S. Hillier;2010;T57.6.H54;T;57.6;.H54;5;
2714;Introducción a la Investigación de Operaciones;Frederick S. Hillier;2010;T57.6.H54;T;57.6;.H54;6;
2715;Introducción a la Investigación de Operaciones;Frederick S. Hillier;2010;T57.6.H54;T;57.6;.H54;7;
2716;Introducción a la Investigación de Operaciones;Frederick S. Hillier;2010;T57.6.H54;T;57.6;.H54;8;
2717;Introducción a la Investigación de Operaciones;Frederick S. Hillier;2010;T57.6.H54;T;57.6;.H54;9;
2718;Introducción a la Investigación de Operaciones;Frederick S. Hillier;2010;T57.6.H54;T;57.6;.H54;10;
2719;Investigación de operaciones;Frederick S. Hillier;2015;T57.6.H54;T;57.6;.H54;1;
2720;Investigación de operaciones;Frederick S. Hillier;2015;T57.6.H54;T;57.6;.H54;2;
2721;Investigación de operaciones;Frederick S. Hillier;2015;T57.6.H54;T;57.6;.H54;3;
2722;Investigación de operaciones;Frederick S. Hillier;2015;T57.6.H54;T;57.6;.H54;4;
2723;Investigación operativa Problemas y ejercicios resueltos;Quintín Martín Martín;2005;T57.6.M54;T;57.6;.M54;1;
2724;Investigación operativa Problemas y ejercicios resueltos;Quintín Martín Martín;2005;T57.6.M54;T;57.6;.M54;2;
2725;Investigación operativa Problemas y ejercicios resueltos;Quintín Martín Martín;2005;T57.6.M54;T;57.6;.M54;3;
2726;Investigación operativa Problemas y ejercicios resueltos;Quintín Martín Martín;2005;T57.6.M54;T;57.6;.M54;4;
2727;Investigación de Operaciones;Hamdy A. Taha;2004;T57.6.T14;T;57.6;.T14;1;
2728;Investigación de Operaciones;Hamdy A. Taha;2004;T57.6.T14;T;57.6;.T14;2;
2729;Investigación de Operaciones;Hamdy A. Taha;2004;T57.6.T14;T;57.6;.T14;3;
2730;Investigación de Operaciones;Hamdy A. Taha;2004;T57.6.T14;T;57.6;.T14;4;
2731;Investigación de Operaciones;Hamdy A. Taha;2012;T57.6.T14 ;T;57.6;.T14 ;1;
2732;Investigación de Operaciones;Hamdy A. Taha;2012;T57.6.T14;T;57.6;.T14;2;
2733;Investigación de Operaciones;Hamdy A. Taha;2012;T57.6.T14;T;57.6;.T14;3;
2734;Investigación de Operaciones Aplicaciones y algoritmos;Wayne L. Winston;2005;T57.6.W71;T;57.6;.W71;1;
2735;Investigación de Operaciones Aplicaciones y algoritmos;Wayne L. Winston;2005;T57.6.W71;T;57.6;.W71;2;
2736;Investigación de Operaciones Aplicaciones y algoritmos;Wayne L. Winston;2005;T57.6.W71;T;57.6;.W71;3;
2737;Investigación de Operaciones Aplicaciones y algoritmos;Wayne L. Winston;2005;T57.6.W71;T;57.6;.W71;4;
2738;Investigación de Operaciones Aplicaciones y algoritmos;Wayne L. Winston;2005;T57.6.W71;T;57.6;.W71;5;
2739;Investigación de Operaciones Aplicaciones y algoritmos;Wayne L. Winston;2005;T57.6.W71;T;57.6;.W71;6;
2740;Investigación de Operaciones Aplicaciones y algoritmos;Wayne L. Winston;2005;T57.6.W71;T;57.6;.W71;7;
2741;Investigación de Operaciones Aplicaciones y algoritmos;Wayne L. Winston;2005;T57.6.W71;T;57.6;.W71;8;
2742;Investigación de Operaciones Aplicaciones y algoritmos;Wayne L. Winston;2005;T57.6.W71;T;57.6;.W71;9;
2743;Investigación de Operaciones Aplicaciones y algoritmos;Wayne L. Winston;2005;T57.6.W71;T;57.6;.W71;10;
2744;Modelado y simulacion Aplicacion a procesos logisticos  de fabricacion y servicios;Antoni Guasch;2005;T57.62.M68;T;57.62;.M68;1;
2745;Modelado y simulacion Aplicacion a procesos logisticos  de fabricacion y servicios;Antoni Guasch;2005;T57.62.M68;T;57.62;.M68;2;
2746;Modelado y Simulación de Redes de Computadoras  Aplicación de QoS con Opnet Modeler;José Márquez Díaz;2013;T57.62.M68C;T;57.62;.M68C;1;
2747;Modelación y Simulación con SIMIO;Eduardo Raffo Lecca;2012;T57.62.R16;T;57.62;.R16;1;
2748;Modelación y Simulación con SIMIO;Eduardo Raffo Lecca;2012;T57.62.R16;T;57.62;.R16;2;
2749;Modelación y Simulación con SIMIO;Eduardo Raffo Lecca;2012;T57.62.R16;T;57.62;.R16;3;
2750;Modelación y Simulación con SIMIO;Eduardo Raffo Lecca;2012;T57.62.R16;T;57.62;.R16;4;
2751;Modelación y Simulación con SIMIO;Eduardo Raffo Lecca;2012;T57.62.R16;T;57.62;.R16;5;
2752;Modelación y Simulación con SIMIO;Eduardo Raffo Lecca;2012;T57.62.R16;T;57.62;.R16;6;
2753;Modelación y Simulación con SIMIO;Eduardo Raffo Lecca;2012;T57.62.R16;T;57.62;.R16;7;
2754;Modelación y Simulación con SIMIO;Eduardo Raffo Lecca;2012;T57.62.R16;T;57.62;.R16;8;
2755;Modelación y Simulación con SIMIO;Eduardo Raffo Lecca;2012;T57.62.R16;T;57.62;.R16;9;
2756;Programación Lineal y Flujo en Redes;Bazaraa;2007;T57.74.B28;T;57.74;.B28;1;
2757;Programación Lineal y Flujo en Redes;Bazaraa;2007;T57.74.B28;T;57.74;.B28;2;
2758;Programación Lineal y Flujo en Redes;Bazaraa;2007;T57.74.B28;T;57.74;.B28;3;
2759;Teoría de Colas y Simulación de Eventos Discretos;José Juan Pazos Arias;2003;T57.9.P33;T;57.9;.P33;1;
2760;Teoría de Colas y Simulación de Eventos Discretos;José Juan Pazos Arias;2003;T57.9.P33;T;57.9;.P33;2;
2761;Actúa con Inteligencia en la Era Digital;Núria Almiron;2000;T58.5.A41;T;58.5;.A41;1;
2762;Inteligencia Colectiva. Desarrollo de aplicaciones  Web 2.0 Técnicas para la extracción y aprovechamiento de datos;Toby Segaran;2008;T58.5.S41;T;58.5;.S41;1;
2763;La era digital Cómo la generación net está transformando al mundo;Don Tapscott;2009;T58.5.T21;T;58.5;.T21;1;
2764;Administración avanzada de sistemas informáticos;Julio Gómez López;2010;T58.6.A24;T;58.6;.A24;1;
2765;Administración avanzada de sistemas informáticos;Julio Gómez López;2010;T58.6.A24;T;58.6;.A24;2;
2766;Administración avanzada de sistemas informáticos;Julio Gómez López;2010;T58.6.A24;T;58.6;.A24;3;
2767;Administración avanzada de sistemas informáticos;Julio Gómez López;2010;T58.6.A24;T;58.6;.A24;4;
2768;Administración avanzada de sistemas informáticos;Julio Gómez López;2010;T58.6.A24;T;58.6;.A24;5;
2769;Administración avanzada de sistemas informáticos;Julio Gómez López;2010;T58.6.A24;T;58.6;.A24;6;
2770;Administración avanzada de sistemas informáticos;Julio Gómez López;2010;T58.6.A24;T;58.6;.A24;7;
2771;Administración avanzada de sistemas informáticos;Julio Gómez López;2010;T58.6.A24;T;58.6;.A24;8;
2772;Administración avanzada de sistemas informáticos;Julio Gómez López;2010;T58.6.A24;T;58.6;.A24;9;
2773;Sistemas de Información Gerenciales Hardware,  Software, Redes , Internet, Diseño;Jairo Amaya Amaya;2010;T58.6.A52;T;58.6;.A52;1;
2774;Proyectis de Sistemas de Informacion;Gabriel Baca Urbina;2015;T58.6.B12P;T;58.6;.B12P;1;
2775;Investigación en la Gestión Empresarial;Lilia Teresa Bermúdez C;2015;T58.6.B45I;T;58.6;.B45I;1;
2776;Sistemas de Información Herramientas  prácticas para la gestión empresarial 3ra Edicion ampliada y actualizada;Alvaro Gomez Vieites;2010;T58.6.G64;T;58.6;.G64;1;
